Species,Country.of.Origin,Region,Producer,Number.of.Bags,In.Country.Partner,Harvest.Year,Grading.Date,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,Colombia,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,275,Almcafe,2017,"November 9th, 2017",Washed / Wet,7.83,7.5,7.42,7.5,7.83,8.5,10,10,10,7.5,84.08,0,442,442,442
Arabica,Colombia,huila,La Plata,200,Almcafe,2014,"November 5th, 2014",Washed / Wet,7.92,7.75,7.67,7.75,7.67,7.67,10,10,10,7.67,84.08,0,1600,1950,1775
Arabica,Guatemala,"aldea xeucalvitz, ixil region, quiche department",Asociacion de Productores de Cafe de la Region Ixil,1,Specialty Coffee Association,2014,"June 16th, 2014",Washed / Wet,7.58,7.75,7.67,8,7.75,7.67,10,10,10,7.67,84.08,0.1,1550,1550,1550
Arabica,Mexico,santo domingo cacalotepec,ANDRES MARTINEZ LEON,300,AMECAFE,2012,"September 4th, 2012",Washed / Wet,7.67,7.75,7.67,7.75,7.67,7.75,10,10,10,7.83,84.08,0.11,1480,1480,1480
Arabica,Ethiopia,sidamo,Kerchanshe Trading P.L.C,320,Uganda Coffee Development Authority,2017,"June 5th, 2017",Natural / Dry,7.83,7.75,7.67,7.75,7.33,7.75,10,10,10,7.92,84,0.11,1800,1800,1800
Arabica,Honduras,comayagua,Nahun Maldonado,275,Instituto Hondureno del Cafe,2017,"May 11th, 2017",Washed / Wet,7.42,7.83,7.75,7.92,7.75,7.58,10,10,10,7.75,84,0.1,1500,1500,1500
Arabica,Guatemala,huehuetenango,OTONIEL VILLATORO LOPEZ,275,Asociacion Nacional Del Café,2015,"June 10th, 2015",Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,10,10,10,7.58,84,0.12,1658.112,1755.648,1706.88
Arabica,Guatemala,oriente,AMILCAR LAPOLA,250,Asociacion Nacional Del Café,2014,"August 8th, 2014",Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,10,10,10,7.5,84,0.1,1219.2,1219.2,1219.2
Arabica,Guatemala,oriente,AMILCAR LAPOLA,250,Asociacion Nacional Del Café,2014,"June 27th, 2014",Other,7.75,7.83,7.5,7.83,7.58,7.67,10,10,10,7.83,84,0.1,1219.2,1219.2,1219.2
Arabica,Colombia,huila,La Plata,138,Almcafe,2014,"April 8th, 2014",Washed / Wet,7.67,7.67,7.5,7.5,7.67,7.67,10,10,10,8.33,84,0.12,1600,1950,1775
Arabica,Brazil,south of minas,Ipanema Agricola S.A,320,Brazil Specialty Coffee Association,2017,"October 20th, 2017",Natural / Dry,7.5,7.75,7.58,7.5,7.58,7.5,10,10,10,8.5,83.92,0,890,890,890
Arabica,Kenya,blend,Blend of various producers,300,Kenya Coffee Traders Association,2012,"March 8th, 2013",Washed / Wet,7.67,7.83,7.5,7.75,7.92,7.67,10,10,10,7.67,84,0,1200,1200,1200
Arabica,Brazil,south of minas,Ipanema Agricola S.A,320,Brazil Specialty Coffee Association,2017,"October 20th, 2017",Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,10,10,10,7.75,83.75,0.11,890,890,890
Arabica,Mexico,veracruz,CAFES TOMARI SA DE CV,200,Centro Agroecolegico del Cafe A.C.,2017,"July 3rd, 2017",Washed / Wet,7.83,7.83,7.58,7.92,7.42,7.5,10,10,10,7.83,83.92,0.11,1300,1300,1300
Arabica,Thailand,chiangrai,"Phatang, Saveg",45,Specialty Coffee Association,2015,"October 18th, 2016",Natural / Dry,7.67,7.75,7.5,7.67,7.67,7.83,10,10,10,7.83,83.92,0.1,1350,1350,1350
Arabica,Brazil,south of minas,Ipanema Agricola,320,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Natural / Dry,7.58,7.67,7.67,7.75,7.58,7.83,10,10,10,7.83,83.92,0.11,934,934,934
Arabica,Colombia,huila,La Plata,275,Almcafe,2014,"December 12th, 2014",Washed / Wet,7.75,7.58,7.67,7.83,7.83,7.67,10,10,10,7.58,83.92,0,1600,1950,1775
Arabica,Mexico,xicotepec de juarez,OSCAR ORTEGA CARBALLO,48,AMECAFE,2012,"July 3rd, 2012",Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.83,10,10,10,7.67,83.92,0.12,900,900,900
Arabica,Mexico,la concordia,ARTURO LIEVANO MORENO,250,AMECAFE,2012,"June 6th, 2012",Washed / Wet,7.5,7.67,7.58,7.83,7.75,7.75,10,10,10,7.83,83.92,0.11,1500,1500,1500
Arabica,Mexico,la yerbabuena,coop,20,AMECAFE,2012,"April 2nd, 2012",Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10,10,7.75,83.92,0,1400,1400,1400
Arabica,Costa Rica,tarrazu,Martin Gutierrez,275,Specialty Coffee Association of Costa Rica,2015,"June 6th, 2016",Washed / Wet,7.67,7.67,7.75,7.67,7.5,7.75,10,10,10,7.83,83.83,0,1850,1850,1850
Arabica,Guatemala,antigua,FINCA MEDINA,100,Asociacion Nacional Del Café,2016,"May 23rd, 2016",Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10,10,10,7.67,83.83,0.11,1500,1500,1500
Arabica,Brazil,south of minas,Ipanema Agricola S.A,320,Brazil Specialty Coffee Association,2017,"October 20th, 2017",Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,10,10,10,7.83,83.67,0.11,890,890,890
Arabica,Ethiopia,oromia,Sumeya Yasin,320,METAD Agricultural Development plc,2014,"March 31st, 2015",Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10,10,10,7.75,83.83,0.12,1650,1703,1676.5
Arabica,Brazil,carmo de minas,Nazareth Dias Pereira,300,NUCOFFEE,2011,"December 21st, 2011",Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10,10,10,7.83,83.83,0.12,1250,1250,1250
Arabica,Costa Rica,central valley,VARIOS,250,Specialty Coffee Association of Costa Rica,2013,"June 9th, 2014",Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,10,10,10,7.67,83.83,0.1,1200,1400,1300
Arabica,Guatemala,oriente,AMILCAR LAPOLA,250,Asociacion Nacional Del Café,2014,"May 22nd, 2014",Washed / Wet,7.58,7.83,7.33,8,7.58,7.75,10,10,10,7.75,83.83,0.1,1219.2,1219.2,1219.2
Arabica,Brazil,south of minas,Ipanema Coffees,320,Specialty Coffee Association,2013,"January 2nd, 2014",Natural / Dry,7.58,7.83,7.67,7.25,8,7.75,10,10,10,7.92,84,0.1,1260,1260,1260
Arabica,Guatemala,oriente,ROBERTO MONTERROSO,250,Asociacion Nacional Del Café,2013,"April 26th, 2013",Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10,10,10,7.67,83.83,0.11,1310.64,1310.64,1310.64
Arabica,Mexico,petatlan,FILEMON MENDOZA CAMPOS,20,AMECAFE,2012,"July 26th, 2012",Natural / Dry,7.67,8,7.67,7.42,7.67,7.5,10,10,10,7.92,83.83,0.1,1218,1218,1218
Arabica,Mexico,"la concordia, chiapas",ERNST POHLENZ AGUILAR,250,AMECAFE,2012,"June 6th, 2012",Natural / Dry,7.67,7.58,7.5,7.75,7.75,7.75,10,10,10,7.83,83.83,0.11,1300,1300,1300
Arabica,Brazil,south of minas,Ipanema Coffees,320,Specialty Coffee Association,2013,"December 26th, 2013",Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10,10,10,7.75,83.83,0.1,1260,1260,1260
Arabica,Colombia,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,275,Almcafe,2017,"September 28th, 2017",Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,10,10,10,7.75,83.75,0.11,442,442,442
Arabica,China,yunnan,Pu’er Specialty Coffee Cupping Center,3,Yunnan Coffee Exchange,2015,"April 6th, 2016",Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10,10,10,7.75,83.75,0.1,1650,1650,1650
Arabica,Uganda,west nile,Nile Highland Arabica Coffee Farmers,320,Uganda Coffee Development Authority,2013,"June 30th, 2014",Natural / Dry,8,7.92,7.58,7.75,7.33,7.5,10,10,10,7.67,83.75,0.12,1400,1400,1400
Arabica,United States (Puerto Rico),yauco region,Hacienda Alto Grande,18,Specialty Coffee Association,2013,"June 9th, 2014",Washed / Wet,7.83,7.83,7.83,7.67,8,8.17,9.33,9.33,10,7.75,83.75,0.12,853.44,853.44,853.44
Arabica,Colombia,huila,La Plata,100,Almcafe,2014,"February 5th, 2014",Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10,10,10,7.67,83.75,0,1600,1950,1775
Arabica,Mexico,"huazalingo, hidalgo","MARTINEZ MAGDALENA, AGAPITA",10,AMECAFE,2012,"September 27th, 2012",Natural / Dry,7.83,7.58,7.58,7.5,7.75,7.67,10,10,10,7.83,83.75,0.13,700,700,700
Arabica,Guatemala,quetzaltenango,Several producres,250,Specialty Coffee Association,2012,"May 24th, 2012",Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10,10,10,7.75,83.75,0.11,1300,1300,1300
Arabica,Brazil,sul de minas,NAZARETH DIAS PEREIRA,250,Specialty Coffee Association,2013,"January 2nd, 2014",Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,7.5,83,0.12,1250,1250,1250
Arabica,Kenya,meru county,NCHOROIBORO / KIRIANI FACTORY,200,Kenya Coffee Traders Association,2017,"September 1st, 2017",Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,10,10,10,7.75,83.67,0.11,1700,1700,1700
Arabica,Honduras,comayagua,Reinerio Zepeda,285,Instituto Hondureno del Cafe,2016,"May 11th, 2017",Washed / Wet,7.5,7.5,7.67,7.67,8,8,10,10,10,7.33,83.67,0.1,1400,1400,1400
Arabica,Nicaragua,jinotega,RONALDO LACAYO CARDENAL,275,Instituto Hondureno del Cafe,2016,"May 11th, 2017",Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,10,10,10,7.5,83.67,0.1,1250,1250,1250
Arabica,Brazil,south of minas,Ipanema Agricola,320,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10,10,10,7.83,83.67,0.11,934,934,934
Arabica,Thailand,thailand,Doi Tung Development Project,1,Specialty Coffee Association,2014,"June 9th, 2015",Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10,10,10,7.75,83.67,0.12,800,800,800
Arabica,Guatemala,huehuetenango,FRANCISCO LUIS MARTINEZ LOPEZ,275,Asociacion Nacional Del Café,2014,"February 27th, 2014",Washed / Wet,8,7.5,7.33,8,8,8,9.33,10,10,7.5,83.67,0.1,1356.6648,1356.6648,1356.6648
Arabica,Colombia,huila,Huila,250,Almcafe,2013,"August 16th, 2013",Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10,10,10,7.92,83.67,0,1800,2000,1900
Arabica,Guatemala,oriente,"AGRICOLA MONTE VERDE, S.A.",250,Asociacion Nacional Del Café,2013,"May 30th, 2013",Washed / Wet,7.67,7.67,7.42,7.67,8,7.75,10,10,10,7.5,83.67,0.12,1310.64,1310.64,1310.64
Arabica,Guatemala,oriente,LUIS RODRIGUEZ,250,Asociacion Nacional Del Café,2013,"February 26th, 2013",Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10,10,10,7.67,83.67,0.11,1310.64,1310.64,1310.64
Arabica,Guatemala,oriente,Finca Quequesquez,250,Specialty Coffee Association,2012,"August 23rd, 2012",Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8,83.67,0.11,1450,1450,1450
Arabica,Guatemala,oriente,AGROPECUARIA QUIAGRAL,250,Asociacion Nacional Del Café,2012,"July 9th, 2012",Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10,10,10,7.5,83.67,0.11,1310.64,1310.64,1310.64
Arabica,Mexico,xicotepec de juarez,JUAN LUIS ORTEGA CARBALLO,48,AMECAFE,2012,"July 2nd, 2012",Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,10,10,10,7.58,83.67,0.12,1100,1100,1100
Arabica,Indonesia,east java,PT. Perkebunan Nusantara XII,10,Specialty Coffee Association of Indonesia,2012,"May 23rd, 2012",Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10,10,10,7.58,83.67,0.12,1200,1600,1400
Arabica,Guatemala,"sacatepequez, guatemala","SIEMBRAS VISION, S.A",250,Asociacion Nacional Del Café,2012,"April 30th, 2012",Washed / Wet,7.67,7.5,7.33,8,7.67,7.67,10,10,10,7.83,83.67,0.1,1524,1524,1524
Arabica,Brazil,south of minas,Ipanema Coffees,69,Specialty Coffee Association,2013,"January 14th, 2014",Semi-washed / Semi-pulped,7.42,7.5,7.67,7.33,7.42,7.67,10,10,10,7.5,82.5,0.11,1260,1260,1260
Arabica,Guatemala,huehuetenango,JUAN RAMIREZ MORALES,275,Asociacion Nacional Del Café,2016,"July 5th, 2016",Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,83.58,0.11,1128.3696,1128.3696,1128.3696
Arabica,China,yunnan,Menglian Mang Pan Professional Cooperative,3,Yunnan Coffee Exchange,2015,"April 6th, 2016",Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,83.58,0.1,1100,1100,1100
Arabica,Colombia,huila,La Plata,275,Almcafe,2015,"November 19th, 2015",Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10,10,10,7.58,83.58,0.12,1600,1950,1775
Arabica,Ethiopia,yirgacheffe,LevelUp,250,Blossom Valley International,2014,"March 25th, 2015",Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,10,10,10,7.75,83.58,0,1700,2000,1850
Arabica,Uganda,eastern,Bulamburi coffee farmers association,100,Uganda Coffee Development Authority,2013,"June 27th, 2014",Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10,10,10,7.67,83.58,0.12,1800,1800,1800
Arabica,Brazil,south of minas,Ipanema Coffees,220,Specialty Coffee Association,2013,"December 30th, 2013",Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17,82.42,0,1260,1260,1260
Arabica,Colombia,huila,LA PLATA,275,Almcafe,2012,"August 31st, 2012",Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10,10,10,7.67,83.58,0.11,1600,1950,1775
Arabica,Mexico,xalapa,JULIAN ALBERTO URRUTIA MOYA,250,AMECAFE,2012,"June 6th, 2012",Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10,10,10,7.67,83.58,0.12,1000,1000,1000
Arabica,Colombia,cundinamarca,ORLANDO ORTIZ/WILSON SANCHEZ/GILBERTO ACOSTA,250,Almcafe,2012,"April 2nd, 2012",Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,83.58,0.11,2136,2136,2136
Arabica,Brazil,south of minas,Alvaro Resende Aguiar,33,NUCOFFEE,2012,"January 23rd, 2012",Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10,10,10,7.67,83.58,0.12,1100,1100,1100
Arabica,Colombia,cundinamarca,Orlando Moreno / Willson Sanchez,50,Almcafe,2016,"February 20th, 2017",Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10,10,10,7.58,83.5,0,1799,1799,1799
Arabica,Costa Rica,tarrazu,Martin Gutierrez,245,Specialty Coffee Association of Costa Rica,2015,"June 6th, 2016",Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10,10,10,7.83,83.5,0,1850,1850,1850
Arabica,Colombia,pitalito,Mecias Urbano / Yaniver Alvarez,250,Almcafe,2016,"April 7th, 2016",Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10,10,10,7.58,83.5,0,1000,1000,1000
Arabica,Guatemala,oriente,MARGARITA AVILA DE NUYENS,250,Asociacion Nacional Del Café,2016,"March 16th, 2016",Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,83.5,0.1,1219.2,1219.2,1219.2
Arabica,Colombia,huila,La Plata,180,Almcafe,2015,"November 19th, 2015",Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10,10,10,7.75,83.5,0.12,1600,1950,1775
Arabica,"Tanzania, United Republic Of",nkure- meru,Mr & Mrs Damari Absalome,5,Africa Fine Coffee Association,2015,"November 16th, 2015",Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10,10,10,7.58,83.5,0.13,1400,1400,1400
Arabica,Indonesia,bener meriah,Yusrin,200,Specialty Coffee Association,2015,"September 14th, 2015",Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10,10,10,7.67,83.5,0.13,1500,1500,1500
Arabica,Ethiopia,oromia,Debesa,320,METAD Agricultural Development plc,2014,"March 31st, 2015",Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10,10,10,7.58,83.5,0.1,1600,1600,1600
Arabica,Guatemala,atitlan,UNEX,250,Specialty Coffee Association of Costa Rica,2013,"December 18th, 2014",Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10,10,10,7.75,83.5,0.1,1400,1400,1400
Arabica,Mexico,xalapa,MANUEL HERRERA JUAREZ,10,AMECAFE,2012,"August 31st, 2012",Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10,10,10,8.42,83.5,0.13,1170,1170,1170
Arabica,Mexico,totutla,GABRIEL BERNARD RIVAS ROSS,15,AMECAFE,2012,"July 11th, 2012",Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10,10,10,7.83,83.5,0.12,1400,1400,1400
Arabica,Guatemala,atitlan,RNP SANTO TOMAS PACHUJ / KANEMATSU CORPORATION,275,Asociacion Nacional Del Café,2012,"April 30th, 2012",Washed / Wet,7.83,7.5,7.5,8,7.67,7.5,10,10,10,7.5,83.5,0.1,1524,1524,1524
Arabica,Colombia,huila,La Plata,175,Almcafe,2012,"February 9th, 2012",Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10,10,10,7.67,83.5,0.11,1600,1950,1775
Arabica,Guatemala,oriente,ConquistaMorito,250,Specialty Coffee Association,2012,"February 1st, 2012",Washed / Wet,7.5,7.5,7.75,7.5,8,7.67,10,10,10,7.58,83.5,0,1402.08,1402.08,1402.08
Arabica,Guatemala,san marcos,JORGE LEAL,50,Asociacion Nacional Del Café,2017,"August 23rd, 2017",Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,7.67,83.42,0.1,1700,1700,1700
Arabica,Colombia,huila,FRANKLIN DUSSAN / HIPOLOTO TORRES,600,Almcafe,2016,"May 10th, 2017",Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,7.67,83.42,0.11,442,442,442
Arabica,Costa Rica,tarrazu,Martin Gutierrez,275,Specialty Coffee Association of Costa Rica,2016,"February 17th, 2017",Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10,10,10,7.83,83.42,0.09,1850,1850,1850
Arabica,Uganda,eastern,Bulago & Buginyanya,20,Uganda Coffee Development Authority,2015,"July 21st, 2016",Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10,10,10,7.75,83.42,0.11,1800,1800,1800
Arabica,Thailand,thailand,Matsuzawa Coffee,500,Specialty Coffee Institute of Asia,2015,"June 27th, 2016",Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,7.67,83.42,0.13,1200,1200,1200
Arabica,El Salvador,apaneca,"Ibero El Salvador, S.A. de C.V.",275,Salvadoran Coffee Council,2016,"April 25th, 2016",Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10,10,10,7.58,83.42,0.11,1330,1330,1330
Arabica,Colombia,huila,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,275,Almcafe,2015,"April 29th, 2015",Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,7.67,83.42,0.12,442,442,442
Arabica,"Tanzania, United Republic Of",karatu northern,Ngila Estate Ltd,39,Africa Fine Coffee Association,2014,"December 12th, 2014",Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10,10,10,7.58,83.42,0.13,1600,1600,1600
Arabica,Guatemala,oriente,AMILCAR LAPOLA,250,Asociacion Nacional Del Café,2013,"August 21st, 2014",Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,7.5,83.42,0.1,1219.2,1219.2,1219.2
Arabica,Guatemala,oriente,ROBERTO MONTERROSO,250,Asociacion Nacional Del Café,2013,"July 16th, 2013",Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,7.58,83.42,0.11,1310.64,1310.64,1310.64
Arabica,Colombia,cundinamarca,Exportadora de cafe condor,250,Almcafe,2012,"June 26th, 2012",Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10,10,10,7.67,83.42,0.11,1450,1450,1450
Arabica,Colombia,huila,various,275,Almcafe,2016,"November 8th, 2016",Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10,10,10,7.58,83.33,0,1650,1650,1650
Arabica,Mexico,chiapas,ECC,275,Asociacion Mexicana De Cafes y Cafeterias De Especialidad A.C.,2014,"July 14th, 2015",Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10,10,10,7.58,83.33,0.12,1200,1200,1200
Arabica,Colombia,santander,varios,275,Almcafe,2015,"April 8th, 2015",Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10,10,10,7.42,83.33,0.11,1650,1650,1650
Arabica,"Tanzania, United Republic Of",arusha,Mondul Coffee Estate,10,Africa Fine Coffee Association,2014,"December 12th, 2014",Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10,10,10,7.58,83.33,0.12,1700,1700,1700
Arabica,Costa Rica,san ramon,SEVERAL,250,Specialty Coffee Association,2014,"April 7th, 2014",Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10,10,10,7.58,83.33,0.12,1300,1300,1300
Arabica,Costa Rica,central valley,CORICAFE BLEND,250,Specialty Coffee Association of Costa Rica,2013,"February 14th, 2014",Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10,10,10,8,83.33,0.11,1100,1300,1200
Arabica,Haiti,"thiotte, haiti",COOPCAB,2,Specialty Coffee Association,2012,"October 3rd, 2013",Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10,10,10,7.83,83.33,0.11,1280.16,1280.16,1280.16
Arabica,Colombia,pitalito,ORLANDO ORTIZ / HIPOLITO TORRES,250,Almcafe,2013,"April 26th, 2013",Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10,10,10,7.5,83.33,0.11,1000,1000,1000
Arabica,Guatemala,oriente,LUIS RODRIGUEZ,250,Asociacion Nacional Del Café,2013,"February 26th, 2013",Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10,10,10,7.67,83.33,0.11,1310.64,1310.64,1310.64
Arabica,Colombia,huila,condor,250,Almcafe,2012,"May 30th, 2012",Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10,10,10,7.67,83.33,0,1750,1750,1750
Arabica,Mexico,sierra madre occidental,BALBINO RAMIREZ FLORES,50,Centro Agroecolegico del Cafe A.C.,2017,"March 7th, 2017",Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10,10,10,7.67,83.25,0.11,1600,1600,1600
Arabica,Costa Rica,tarrazu,Manuel Montero,29,Specialty Coffee Association,2016,"January 30th, 2017",Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10,10,10,7.58,83.25,0.11,1900,1900,1900
Arabica,Guatemala,nuevo oriente,PABLO CHUY,275,Asociacion Nacional Del Café,2016,"August 12th, 2016",Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,7.67,83.25,0.11,2100,2100,2100
Arabica,Mexico,chiapas,VRIOS PRODUCTORES,200,AMECAFE,2013,"March 29th, 2013",Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10,10,10,7.75,83.25,0.12,1300,1300,1300
Arabica,Guatemala,oriente,AGROPECUARIA QUIAGRAL,250,Asociacion Nacional Del Café,2012,"July 9th, 2012",Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10,10,10,7.42,83.25,0.11,1310.64,1310.64,1310.64
Arabica,Brazil,grama valley,Eliane de Andrade Cyrino Noqueira,30,NUCOFFEE,2012,"February 23rd, 2012",Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10,10,10,7.58,83.25,0.11,1200,1200,1200
Arabica,Colombia,la plata,La Plata,175,Almcafe,2012,"February 9th, 2012",Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10,10,10,7.67,83.25,0.11,1600,1950,1775
Arabica,Guatemala,oriente,AGROINDUSTRIAS CAFETALERAS,275,Asociacion Nacional Del Café,2017,"August 24th, 2017",Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10,10,10,7.67,83.17,0.1,1901,1901,1901
Arabica,"Tanzania, United Republic Of",moshi,Mamsera,320,Tanzanian Coffee Board,2016,"June 20th, 2017",Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10,10,10,7.58,83.17,0.12,168,168,168
Arabica,Vietnam,dala,"Yeh, Li Chuan",1,Specialty Coffee Association,2017,"May 8th, 2017",Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10,10,10,7.58,83.17,0.07,1550,1550,1550
Arabica,Guatemala,antigua,FINCA MEDINA,250,Asociacion Nacional Del Café,2016,"May 23rd, 2016",Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10,10,10,7.5,83.17,0.11,1500,1500,1500
Arabica,Honduras,marcala,JOSE OMAR ACOSTA,275,Instituto Hondureno del Cafe,2016,"May 2nd, 2016",Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,1450,1450,1450
Arabica,China,yunnan,Mojiang Jinggong Estate Speciality Development Co.Ltd,3,Yunnan Coffee Exchange,2015,"April 6th, 2016",Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10,10,10,7.67,83.17,0.11,1200,1200,1200
Arabica,China,dehong prefecture,Yunnan Success Trade Co.Ltd,3,Yunnan Coffee Exchange,2015,"April 5th, 2016",Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10,10,10,7.67,83.17,0.1,1600,1600,1600
Arabica,El Salvador,apaneca,Ecom Agroindustrial Corp. Ltd.,275,Salvadoran Coffee Council,2016,"March 29th, 2016",Washed / Wet,7.5,7.5,7.33,7.67,8,7.67,10,10,10,7.5,83.17,0,1350,1350,1350
Arabica,Guatemala,antigua,FINCA MEDINA,150,Asociacion Nacional Del Café,2015,"October 29th, 2015",Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10,10,10,7.5,83.17,0.11,1500,1500,1500
Arabica,Guatemala,oriente,PAPATURRO,100,Asociacion Nacional Del Café,2015,"September 29th, 2015",Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10,10,10,7.42,83.17,0.12,1400,1900,1650
Arabica,Thailand,thailand,Doi Tung Development Project,1,Specialty Coffee Association,2014,"June 9th, 2015",Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10,10,10,7.5,83.17,0.12,800,800,800
Arabica,"Tanzania, United Republic Of",mbinga,Tutunze Kahawa Ltd,180,Africa Fine Coffee Association,2014,"December 12th, 2014",Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10,10,10,7.67,83.17,0.13,1653,1653,1653
