Species,Country.of.Origin,Region,Producer,Number.of.Bags,In.Country.Partner,Harvest.Year,Grading.Date,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,Mexico,veracruz,Cafes tomari sa de cv,200,Centro Agroecolegico del Cafe A.C.,2017,"May 12th, 2017",Washed / Wet,7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,7.25,81.42,0.12,1100,1100,1100
Arabica,Guatemala,san marcos,"AGRICOLA NUEVA GRANADA, S.A.",450,Asociacion Nacional Del Café,2016,"March 17th, 2016",Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,81.42,0.1,1371.6,1371.6,1371.6
Arabica,Honduras,marcala,Jose Omar Acosta,275,Instituto Hondureno del Cafe,2015,"May 12th, 2015",Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,81.42,0.12,1400,1400,1400
Arabica,Malawi,mzuzu,Mzuzu Coffee Coop Union,12,Africa Fine Coffee Association,2014,"November 4th, 2014",Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10,10,10,7.42,81.42,0.12,1422,1422,1422
Arabica,Guatemala,"san lucas toliman, solola","PACHUJ, S. A.",250,Asociacion Nacional Del Café,2014,"May 26th, 2014",Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,7.08,81.42,0.1,1550,1550,1550
Arabica,Mexico,siltepec el triunfo,various small producers,280,Specialty Coffee Association,2014,"May 1st, 2014",Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,81.42,0,1550,1550,1550
Arabica,Guatemala,oriente,OTTO BECKER,250,Asociacion Nacional Del Café,2013,"October 7th, 2013",Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,7.08,81.42,0.12,1310.64,1310.64,1310.64
Arabica,Mexico,"huazalingo, hidalgo","MARTINEZ BAUTISTA, NICOLAS",10,AMECAFE,2012,"September 27th, 2012",Washed / Wet,7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,7.58,81.42,0.13,763,763,763
Arabica,Mexico,"coatepec, coatepec",MARIA DE LOUDES ANCIRA ELIZONDO,20,AMECAFE,2012,"June 6th, 2012",Washed / Wet,7.42,7.42,7.25,7.25,7.5,7.33,10,10,10,7.25,81.42,0.13,1100,1100,1100
Arabica,Colombia,huila,Exportadora de cafe condor s.a,250,Almcafe,2011,"November 11th, 2011",Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,7.17,81.42,0.11,1750,1750,1750
Arabica,Honduras,marcala,Jose Omar Acosta,275,Instituto Hondureno del Cafe,2015,"May 22nd, 2015",Washed / Wet,7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,7.42,81.33,0.09,1350,1350,1350
Arabica,Philippines,"davao city, region 11","COFFEE FOR PEACE,INC.",2,Specialty Coffee Association,2014,"November 13th, 2014",Washed / Wet,7.08,7.33,7.42,7.33,7.33,7.5,10,10,10,7.33,81.33,0.14,1400,1400,1400
Arabica,Malawi,mzuzu,Mzuzu Coffee Coop Union,31,Africa Fine Coffee Association,2014,"November 4th, 2014",Washed / Wet,7.75,7.33,7.08,7.33,7.33,7.25,10,10,10,7.25,81.33,0.13,1200,1200,1200
Arabica,Honduras,san marcos,Nelson Melgar Melgar,275,Instituto Hondureno del Cafe,2014,"January 22nd, 2014",Washed / Wet,7.33,7.33,7.17,7.33,7.5,7.33,10,10,10,7.33,81.33,0.12,1450,1450,1450
Arabica,Mexico,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,250,AMECAFE,2012,"August 30th, 2012",Washed / Wet,7.58,7.42,7.25,7.33,7.25,7.25,10,10,10,7.25,81.33,0.13,1800,1800,1800
Arabica,Mexico,veracruz,HECTOR GABRIEL BARREDA NADER,70,AMECAFE,2012,"July 11th, 2012",Washed / Wet,7.33,7.25,7.17,7.42,7.58,7.33,10,10,10,7.25,81.33,0.12,1000,1000,1000
Arabica,Nicaragua,jinotega,Rolando Lacayo,275,Asociacion de Cafes Especiales de Nicaragua,2015,"July 6th, 2015",Washed / Wet,7.08,7.5,7.33,7.17,7.42,7.25,10,10,10,7.5,81.25,0.1,1100,1100,1100
Arabica,Honduras,marcala,JOSE OMAR ACOSTA,275,Instituto Hondureno del Cafe,2015,"May 12th, 2015",Washed / Wet,7.42,7.17,7.17,7.5,7.33,7.25,10,10,10,7.42,81.25,0.12,1400,1400,1400
Arabica,Guatemala,huehuetenango,El Injerto S.A.,36,Blossom Valley International,2014,"March 21st, 2015",Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,10,10,10,7.33,81.25,0.09,1700,1700,1700
Arabica,"Tanzania, United Republic Of",karatu ngorogoro,Shangrilla Estate,100,Africa Fine Coffee Association,2014,"December 17th, 2014",Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10,10,10,7.42,81.25,0.13,1700,1700,1700
Arabica,Guatemala,"sacatepequez, guatemala","SIEMBRAS VISION, S.A.",250,Asociacion Nacional Del Café,2013,"March 4th, 2013",Washed / Wet,7.5,7.33,7.5,7.58,7,7.25,10,10,10,7.08,81.25,0.11,1524,1524,1524
Arabica,Mexico,motozintla,FRANCISCO J. CONTRERAS MARTINEZ DE ESCOBAR,250,AMECAFE,2012,"July 26th, 2012",Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10,10,7.5,81.25,0.12,1500,1500,1500
Arabica,Nicaragua,"dipilto, nueva segovia",GONZALO CASTILLO,275,Instituto Hondureno del Cafe,2016,"March 8th, 2017",Washed / Wet,7.33,7.5,7.17,7.17,7.58,7.17,10,10,10,7.25,81.17,0.09,1200,1200,1200
Arabica,Costa Rica,tres rios,JOSE FRANCISCO GONZALEZ,275,Specialty Coffee Association of Costa Rica,2015,"May 22nd, 2015",Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,10,10,10,7.42,81.17,0.11,1200,1400,1300
Arabica,Honduras,central region,Reinerio Zepeda,275,Instituto Hondureno del Cafe,2015,"March 11th, 2015",Natural / Dry,7.42,7.33,7,7.42,7.33,7.33,10,10,10,7.33,81.17,0.13,1450,1450,1450
Arabica,Thailand,chiangrai,"Coffeas Co., Ltd.",20,Specialty Coffee Institute of Asia,2014,"February 15th, 2015",Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10,10,10,7.42,81.17,0.12,1400,1500,1450
Arabica,Philippines,corillera administrative,"COFFEE FOR PEACE,INC.",2,Specialty Coffee Association,2014,"January 8th, 2015",Natural / Dry,7.25,7.25,7.25,7.08,7.58,7.5,10,10,10,7.25,81.17,0,1200,1200,1200
Arabica,"Tanzania, United Republic Of",mbinga,Taylor Winch (T) ltd,320,Africa Fine Coffee Association,2014,"December 17th, 2014",Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10,10,10,7.33,81.17,0.12,1550,1550,1550
Arabica,Malawi,southern- zomba,R.W.J. Wallace Ltd,300,Africa Fine Coffee Association,2014,"November 4th, 2014",Washed / Wet,7.58,7.25,7.33,7.08,7.33,7.33,10,10,10,7.25,81.17,0.12,990,1000,995
Arabica,Costa Rica,central valley,VARIOS,250,Specialty Coffee Association of Costa Rica,2014,"May 9th, 2014",Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10,10,10,7.25,81.17,0.11,1200,1400,1300
Arabica,Mexico,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,250,AMECAFE,2012,"August 30th, 2012",Natural / Dry,7.42,7.25,7.08,7.75,7.42,7.17,10,10,10,7.08,81.17,0.13,1800,1800,1800
Arabica,Guatemala,oriente,Finca Quequesquez,250,Specialty Coffee Association,2012,"August 20th, 2012",Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10,10,10,7.25,81.17,0.12,1450,1450,1450
Arabica,Brazil,south of minas,Bruno de Andrade Frota,17,NUCOFFEE,2012,"January 23rd, 2012",Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,10,10,10,7.08,81.17,0.12,1000,1000,1000
Arabica,Nicaragua,jinotega,ROLANDO LACAYO,275,Asociacion de Cafes Especiales de Nicaragua,2015,"March 28th, 2015",Washed / Wet,7.33,7.33,7.33,7.42,7.33,7.33,10,10,10,7,81.08,0.11,1100,1100,1100
Arabica,United States,central america,JuanAna Coffee Association,1,Specialty Coffee Association,2014,"March 4th, 2015",Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,10,10,10,7.17,81.08,0,1706.88,1706.88,1706.88
Arabica,"Tanzania, United Republic Of","iwala village, mbeya rural",Taylor Winch (T) ltd,54,Africa Fine Coffee Association,2014,"January 2nd, 2015",Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10,10,10,7.17,81.08,0.13,1456,1456,1456
Arabica,Costa Rica,naranjo,Several,250,Specialty Coffee Association of Costa Rica,2014,"December 18th, 2014",Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10,10,10,7.17,81.08,0.13,1500,1500,1500
Arabica,United States (Puerto Rico),yauco region,Hacienda Alto Grande,18,Specialty Coffee Association,2013,"May 28th, 2014",Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10,10,8.5,81.08,0,853.44,853.44,853.44
Arabica,Mexico,san fernando,MEDINA PEDRERO PRODUCTOS AGRÍCOLAS SA DE CV,100,AMECAFE,2012,"September 14th, 2012",Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,7.25,81.08,0.13,1650,1650,1650
Arabica,Mexico,santo reyes nopala,"DIEGO MANUEL WOOLRICH RAMIREZ, ALFREDO FERNANDO WOOLRICH RAMIREZ",30,AMECAFE,2012,"September 4th, 2012",Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,7.08,81.08,0.12,1300,1300,1300
Arabica,Mexico,santa maria sitepec,ETMAR DIDIER ROBLERO LOPEZ,40,AMECAFE,2012,"August 30th, 2012",Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,7.25,81.08,0.11,1642,1642,1642
Arabica,Mexico,talpa de allende,BALBINO RAMIREZ FLORES,15,AMECAFE,2012,"July 3rd, 2012",Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,7.25,81.08,0.1,1200,1200,1200
Arabica,El Salvador,apaneca,"Balcanes Coffee Estates, S.A. de C.V.",100,Salvadoran Coffee Council,2017,"August 28th, 2017",Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10,10,10,7.25,81,0,1450,1450,1450
Arabica,Guatemala,norte,CHAPULTEPEC,120,Asociacion Nacional Del Café,2016,"August 2nd, 2016",Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,7.25,81,0.09,3280,3280,3280
Arabica,Guatemala,oriente,AMILCAR LAPOLA,250,Asociacion Nacional Del Café,2015,"July 23rd, 2015",Washed / Wet,7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25,81,0.11,1219.2,1219.2,1219.2
Arabica,Honduras,san marcos,NELSON MELGAR & REGINO MELGAL,275,Instituto Hondureno del Cafe,2014,"January 26th, 2015",Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,7.33,81,0.12,1350,1350,1350
Arabica,"Tanzania, United Republic Of",arusha,Mlimani Ngarashi,1,Africa Fine Coffee Association,2014,"December 15th, 2014",Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10,10,10,7.33,81,0.12,1525,1525,1525
Arabica,Uganda,eastern,Kyagalanyi coffee Ltd,320,Uganda Coffee Development Authority,2013,"June 30th, 2014",Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,7.42,81,0.12,1700,1700,1700
Arabica,Brazil,cerrado,INACIO URBAN,300,Brazil Specialty Coffee Association,2015,"December 3rd, 2015",Natural / Dry,7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,81.42,0.11,1100,1100,1100
Arabica,Thailand,thailand,Doi Tung Development Project,2,Specialty Coffee Association,2012,"May 29th, 2013",Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,7.17,81,0,800,800,800
Arabica,Mexico,"motozintla, chiapas",MARTHA PALACIOS,10,AMECAFE,2012,"September 11th, 2012",Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25,81,0.12,950,950,950
Arabica,Mexico,adolfo lopez mateos,COOP,200,AMECAFE,2012,"July 3rd, 2012",Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5,81,0,1100,1100,1100
Arabica,Guatemala,oriente,"AGRICOLA EL PILAR, S.A.",25,Asociacion Nacional Del Café,2017,"August 23rd, 2017",Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,0.1,1901,1901,1901
Arabica,Kenya,kiambu,thiririka/Thima,150,Kenya Coffee Traders Association,2017,"July 7th, 2017",Washed / Wet,7.17,7.58,7.5,7.5,8,7.75,10,10,10,5.42,80.92,0.11,1600,1600,1600
Arabica,Mexico,veracruz,Jose Oscar Garza Sardaneta,240,Centro Agroecolegico del Cafe A.C.,2017,"May 12th, 2017",Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,80.92,0.11,1100,1100,1100
Arabica,Myanmar,pyinoolwin,Min Hlaing,2,Coffee Quality Institute,2015,"July 17th, 2015",Other,7.17,7.42,7,7.58,7.33,7,10,10,10,7.42,80.92,0,1066.8,1066.8,1066.8
Arabica,"Tanzania, United Republic Of","manyara, karatu",Karatu Estate,250,Africa Fine Coffee Association,2014,"December 18th, 2014",Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25,80.92,0.12,1700,1700,1700
Arabica,Brazil,cerrado,NELSON AZEVEDO FRANÇA,300,Brazil Specialty Coffee Association,2015,"November 20th, 2015",Natural / Dry,7.25,7.33,7.33,7.33,7.33,7.42,10,10,10,7.33,81.33,0.11,1100,1100,1100
Arabica,Guatemala,jalapa,ROBERTO MONTERROSO,250,Asociacion Nacional Del Café,2014,"June 10th, 2014",Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,7.08,80.92,0.12,1524,1524,1524
Arabica,"Tanzania, United Republic Of","ruvuma, mbinga",Immaculata John,100,Africa Fine Coffee Association,2015,"November 16th, 2015",Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,10,10,10,7.17,81.17,0.12,100,2000,1050
Arabica,Guatemala,antigua,FINCA MEDINA,150,Asociacion Nacional Del Café,2015,"October 23rd, 2015",Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,80.67,0.11,1500,1500,1500
Arabica,Brazil,vale da grama,Lindolpho de Carvalho Dias,300,Brazil Specialty Coffee Association,2015,"November 17th, 2015",Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,80.5,0.11,1250,1250,1250
Arabica,Mexico,ixhuatlan del cafe,EDUARDO LUIS AUGUSTO VELAZQUEZ SOLIS,60,AMECAFE,2012,"July 11th, 2012",Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,7,80.92,0.13,1186,1186,1186
Arabica,Laos,"paksong,laos","Paksong,Laos",20,Blossom Valley International,2016,"June 22nd, 2017",Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,80.83,0,1300,1300,1300
Arabica,Guatemala,orient,several,250,Specialty Coffee Association of Costa Rica,2013,"May 26th, 2014",Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,7.08,80.83,0.11,1200,1200,1200
Arabica,Mexico,motozintla,DOMINGO MUGUIRA REVUELTA,15,AMECAFE,2012,"August 30th, 2012",Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33,80.83,0.13,1210,1210,1210
Arabica,Mexico,oaxaca,JUAN JOSE CASAS BLANCO,30,AMECAFE,2012,"August 29th, 2012",Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,80.83,0.11,1100,1100,1100
Arabica,Mexico,veracruz,MOISES GUILLERMO CARRERA MONTES,100,AMECAFE,2012,"July 3rd, 2012",Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,80.83,0.13,100,100,100
Arabica,Myanmar,ywar ngan,U Soe,1,Coffee Quality Institute,2015,"July 17th, 2015",Washed / Wet,6.92,7.5,7,7.58,7.5,7.08,10,10,10,7.17,80.75,0,3825,3825,3825
Arabica,Guatemala,huehuetenango,OTTONIEL VILLATORO LOPEZ,275,Asociacion Nacional Del Café,2015,"June 18th, 2015",Washed / Wet,7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,80.75,0.12,1658.112,1755.648,1706.88
Arabica,Nicaragua,jinotega,ROLANDO LACAYO,275,Asociacion de Cafes Especiales de Nicaragua,2015,"May 28th, 2015",Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,80.75,0.12,110000,110000,110000
Arabica,Honduras,"siguatepeque, comayagua",La Gran Manzana,275,Instituto Hondureno del Cafe,2015,"May 25th, 2015",Natural / Dry,7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,80.75,0.11,1450,1450,1450
Arabica,Panama,boquete,Lamastus,100,Blossom Valley International,2014,"May 23rd, 2015",Other,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17,80.75,0.11,1680,1680,1680
Arabica,Honduras,marcala,Jose Omar Acosta,275,Instituto Hondureno del Cafe,2015,"May 22nd, 2015",Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,80.75,0.09,1350,1350,1350
Arabica,Honduras,central region,Reinerio Zepeda,275,Instituto Hondureno del Cafe,2015,"March 11th, 2015",Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7,80.75,0.13,1450,1450,1450
Arabica,Costa Rica,san ramon,SEVERAL,250,Specialty Coffee Association,2014,"April 11th, 2014",Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25,80.75,0.11,1300,1300,1300
Arabica,Mexico,oaxaca,"JOSE RIOS LARA, APOLONIA FRANCO TORRES, JENARO GONZALES MENDOZA",30,AMECAFE,2012,"September 4th, 2012",Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,80.75,0.11,1200,1200,1200
Arabica,Haiti,haiti,COOPAIMAR Copperative Agro Industriel de Marmelade,1,Specialty Coffee Association,2012,"May 22nd, 2012",Washed / Wet,7.42,7,7.42,7.25,7.08,7.33,10,10,10,7.25,80.75,0.12,1000,1000,1000
Arabica,Indonesia,sumatra brastagi,Surbakti,200,Specialty Coffee Association,2015,"November 10th, 2015",Semi-washed / Semi-pulped,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,80.67,0.13,1200,1500,1350
Arabica,"Tanzania, United Republic Of",mkuu rombo,Delfina Leon Shine,10,Africa Fine Coffee Association,2015,"November 16th, 2015",Washed / Wet,7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,80.33,0.13,1700,1700,1700
Arabica,Costa Rica,tarrazu,Martin Gutierrez,240,Specialty Coffee Association of Costa Rica,2015,"February 27th, 2015",Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8,80.67,0.11,185,185,185
Arabica,Malawi,southern- zomba,R.W.J. Wallace Ltd,100,Africa Fine Coffee Association,2014,"November 4th, 2014",Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17,80.67,0.12,990,1000,995
Arabica,Mexico,"el desmoronado, talpan de allende jalisco",BALBINO RAMIREZ FLORES,20,AMECAFE,2014,"October 23rd, 2014",Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,80.67,0.12,1200,1200,1200
Arabica,Guatemala,"san lucas toliman, solola","PACHUJ, S.A",250,Asociacion Nacional Del Café,2013,"June 5th, 2013",Washed / Wet,7.67,7.17,7,7.5,7,7,10,10,10,7.33,80.67,0.12,1550,1550,1550
Arabica,"Tanzania, United Republic Of",arusha,Burka Coffee Estates,10,Africa Fine Coffee Association,2014,"January 6th, 2015",Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,80.58,0.12,1400,1400,1400
Arabica,Honduras,occidental,BSR,275,Instituto Hondureno del Cafe,2014,"April 30th, 2014",Washed / Wet,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,80.58,0.11,1400,1400,1400
Arabica,Guatemala,huehuetenango,BYRON ALONZO SOLIS,275,Asociacion Nacional Del Café,2014,"January 28th, 2014",Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,80.58,0.11,1383.792,1383.792,1383.792
Arabica,Honduras,ocotepeque,Jorge Alfredo Pinto,15,Instituto Hondureno del Cafe,2017,"August 23rd, 2017",Washed / Wet,7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,80.5,0.11,1650,1650,1650
Arabica,Honduras,comayagua,Nahun Maldonado,275,Instituto Hondureno del Cafe,2016,"June 9th, 2016",Washed / Wet,7.5,7.5,7,7.17,7.5,7.33,10,10,10,7.33,81.33,0.11,1500,1500,1500
Arabica,Myanmar,pyin oo lwin,Shwe Yin Mar,1,Coffee Quality Institute,2015,"July 17th, 2015",Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08,80.5,0,3800,3800,3800
Arabica,Guatemala,oriente,VARIOS,275,Asociacion Nacional Del Café,2014,"April 23rd, 2014",Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,80.5,0.11,1219.2,1219.2,1219.2
Arabica,Brazil,mantiqueira de minas,MARIA ROGERIA COSTA PEREIRA,300,Specialty Coffee Association,2013,"April 17th, 2014",Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42,80.5,0.1,1250,1250,1250
Arabica,Guatemala,huehuetenango,IDMAR DE JESUS VELASQUEZ CALDERON,250,Asociacion Nacional Del Café,2013,"February 13th, 2013",Washed / Wet,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,80.5,0.12,1859.28,1859.28,1859.28
Arabica,Mexico,zaragoza itundujia,HERAS HERNANDEZ GAUDENCIO,18,AMECAFE,2012,"September 17th, 2012",Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,80.5,0.15,1450,1450,1450
Arabica,El Salvador,"department of ahuachapan, municipality of apanecallamatepec mountain","Luis, Rafael and Carmen Silva Hoff",2,Specialty Coffee Association,2013,"April 26th, 2014",Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,80.42,0,1450,1450,1450
Arabica,China,yunnan,Alicia's Farm,1,Specialty Coffee Association,2013,"January 17th, 2014",Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17,80.42,0.17,1700,1700,1700
Arabica,Brazil,south of minas,Ipanema Agricola S.A,320,Brazil Specialty Coffee Association,2016,"October 20th, 2017",Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10,10,10,7.92,83.58,0.11,890,890,890
Arabica,Mexico,pochutla,CARLOS ALBERTO GOMEZ,250,AMECAFE,2012,"September 4th, 2012",Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,80.42,0.1,1050,1050,1050
Arabica,Mexico,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,AMECAFE,2012,"August 30th, 2012",Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,80.42,0.12,1550,1550,1550
Arabica,Colombia,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,300,Almcafe,2017,"November 9th, 2017",Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10,10,10,7.67,83.42,0,439,439,439
Arabica,Brazil,south of minas,Ipanema Agricola S.A,320,Brazil Specialty Coffee Association,2017,"October 20th, 2017",Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10,10,10,7.75,83.17,0.11,890,890,890
Arabica,Guatemala,oriente,AGRIPEC DE LA VEGA Y CIA.,250,Asociacion Nacional Del Café,2013,"June 6th, 2013",Washed / Wet,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,80.33,0.11,1310.64,1310.64,1310.64
Arabica,Brazil,south of minas,Ipanema Agricola S.A,320,Brazil Specialty Coffee Association,2017,"October 20th, 2017",Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,7.5,83,0,890,890,890
Arabica,Honduras,comayagua,Yamilet Lope,275,Instituto Hondureno del Cafe,2016,"April 6th, 2017",Natural / Dry,7.25,7.25,7,7,7.42,7,10,10,10,7.33,80.25,0.1,1400,1400,1400
Arabica,Mexico,sierra madre occidental,Balbino Ramirez Flores,60,Centro Agroecolegico del Cafe A.C.,2016,"April 26th, 2016",Washed / Wet,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,80.25,0.1,1600,1600,1600
Arabica,Myanmar,"yauk sauk, shan state","Waylead Co, Ltd",2,Specialty Coffee Association,2015,"August 27th, 2015",Natural / Dry,8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,80.25,0.11,914.4,914.4,914.4
Arabica,Myanmar,ywar ngan,U Htun Htun,1,Coffee Quality Institute,2014,"July 17th, 2015",Natural / Dry,7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,80.25,0,4287,4287,4287
Arabica,Nicaragua,matagalpa,GLORIA ANTONIETA ESCOBAR URRUTIA,275,Asociacion de Cafes Especiales de Nicaragua,2015,"February 20th, 2015",Washed / Wet,7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,80.25,0.11,900,900,900
Arabica,Brazil,south of minas,Ipanema Agricola S.A,320,Brazil Specialty Coffee Association,2017,"October 20th, 2017",Natural / Dry,7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,7.5,82.92,0,890,890,890
Arabica,Guatemala,oriente,UNEX,250,Specialty Coffee Association,2012,"January 9th, 2013",Washed / Wet,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,80.25,0.11,1400,1400,1400
Arabica,Mexico,"calnali, hidalgo","HERNANDEZ PACHECO, TIMOTEO",10,AMECAFE,2012,"September 27th, 2012",Washed / Wet,7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,80.25,0.11,808,808,808
Arabica,Vietnam,dala,"Yeh, Li Chuan",1,Specialty Coffee Association,2017,"May 9th, 2017",Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,80.17,0,1550,1550,1550
Arabica,Nicaragua,jinotega,Sheldom La rue,275,Asociacion de Cafes Especiales de Nicaragua,2015,"April 24th, 2015",Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,80.17,0.11,1100,1275,1187.5
Arabica,Honduras,marcala,Jose Omar Acosta,275,Instituto Hondureno del Cafe,2015,"January 26th, 2015",Washed / Wet,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,80.17,0.11,1400,1400,1400
Arabica,Guatemala,oriente,ROBERTO MONTERROSO,250,Asociacion Nacional Del Café,2013,"August 7th, 2013",Washed / Wet,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,80.17,0.11,1310.64,1310.64,1310.64
Arabica,Mexico,coatepec,PABLO ENRIQUE MARTINEZ GAMA,20,AMECAFE,2012,"October 9th, 2012",Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,80.17,0.11,1250,1250,1250
